SU;;PosX;PosY;SlotHV;ChHV;SlotDAQ;ChDAQ;HV;Sensor
2103029;12;0;0;00;14;00;1264.22;
2103175;13;0;0;01;14;01;1338.23;
2103196;14;0;0;02;14;02;1230.63;
2105164;9;1;0;03;14;03;1421.07;
2105194;10;1;0;04;14;04;1254.71;
2105146;11;1;0;05;14;05;1452.87;
2104100;12;1;0;06;14;06;1287.91;
2105086;13;1;0;07;14;07;1418.56;
2104068;7;2;0;08;14;08;1215.29;L;109;110
2103100;8;2;0;09;14;09;1162.41;
2103113;9;2;0;10;14;10;1227.68;
2104085;10;2;0;11;14;11;1185.89;
2104102;11;2;0;12;14;12;1326.15;
2104089;12;2;0;13;14;13;1165.50;
2104104;13;2;0;14;14;14;1167.01;
2104072;14;2;0;15;14;15;1290.74;C;101
2103104;5;3;0;16;14;16;1204.14;
2103162;6;3;0;17;14;17;1231.46;
2104017;7;3;0;18;14;18;1289.97;
2104035;8;3;0;19;14;19;1206.86;
2103062;9;3;0;20;14;20;1262.67;
2104007;10;3;0;21;14;21;1279.34;
2103067;11;3;0;22;14;22;1257.47;
2104025;12;3;0;23;14;23;1252.78;
2103139;13;3;0;24;14;24;1312.74;
2103174;4;4;0;25;14;25;1263.33;
2103194;5;4;0;26;14;26;1297.95;
2104024;6;4;0;27;14;27;1315.04;
2104023;7;4;0;28;14;28;1280.24;
2103186;8;4;0;29;14;29;1220.55;
2104003;9;4;0;30;14;30;1276.03;
2104021;10;4;0;32;15;00;1259.66;
2103190;11;4;0;33;15;01;1328.32;C;104
2104078;12;4;0;34;15;02;1296.13;
2103023;13;4;0;35;15;03;1263.40;
2104074;14;4;0;36;15;04;1156.67;
2103172;3;5;0;37;15;05;1329.91;
2104014;4;5;0;38;15;06;1352.88;
2103007;5;5;0;39;15;07;1300.42;
2103161;6;5;0;40;15;08;1244.21;
2103133;7;5;0;41;15;09;1236.34;
2104077;8;5;0;42;15;10;1306.25;
2103110;9;5;0;43;15;11;1199.75;
2105160;10;5;0;44;15;12;1201.49;
2103005;11;5;0;45;15;13;1238.77;
2104049;12;5;0;46;15;14;1261.47;
2103101;13;5;0;47;15;15;1310.95;
2105155;3;6;1;00;15;16;1300.52;
2105143;4;6;1;01;15;17;1245.90;
2104030;5;6;1;02;15;18;1258.21;
2105172;6;6;1;03;15;19;1147.92;
2103152;7;6;1;04;15;20;1171.24;C;111
2103108;8;6;1;05;15;21;1328.87;
2105125;9;6;1;06;15;22;1224.16;
2105122;10;6;1;07;15;23;1291.40;
2104073;11;6;1;08;15;24;1202.52;
2104054;12;6;1;09;15;25;1185.93;
2104048;13;6;1;10;15;26;1314.72;
2103124;14;6;1;11;15;27;1202.83;C;102
2105128;2;7;1;12;15;28;1279.65;
2105158;3;7;1;13;15;29;1233.19;
2105167;4;7;1;14;15;30;1199.85;
2105181;5;7;1;15;15;31;1225.78;
2105149;6;7;1;16;16;00;1278.08;
2103176;7;7;1;17;16;01;1286.18;
2105169;8;7;1;18;16;02;1200.64;
2104101;9;7;1;19;16;03;1190.58;
2103191;10;7;1;20;16;04;1253.35;
2103179;11;7;1;21;16;05;1304.59;
2105152;12;7;1;22;16;06;1245.74;
2103189;13;7;1;23;16;07;1205.80;
2103051;2;8;1;24;16;08;1239.36;L;116;117
2103147;3;8;1;25;16;09;1344.54;
2105232;4;8;1;26;16;10;1258.78;
2104031;5;8;1;27;16;11;1271.45;
2105215;6;8;1;28;16;12;1247.22;
2105104;7;8;1;29;16;13;1302.18;
2104055;8;8;1;30;16;14;1141.58;
2104039;9;8;1;31;16;15;1311.25;
2105206;10;8;1;32;16;16;1260.32;
2105209;11;8;1;33;16;17;1345.43;
2104092;12;8;1;34;16;18;1249.73;
2104095;13;8;1;35;16;19;1220.41;
2104033;14;8;1;36;16;20;1261.82;
2103146;1;9;1;37;16;21;1275.18;
2105151;2;9;1;38;16;22;1270.95;
2105178;3;9;1;39;16;23;1304.59;
2105118;4;9;1;40;16;24;1202.38;
2103183;5;9;1;41;16;25;1248.92;
2105132;6;9;1;42;16;26;1190.69;
2105106;7;9;1;43;16;27;1256.99;
2105162;8;9;1;44;16;28;1297.34;
2105239;9;9;1;45;16;29;1304.43;
2103114;10;9;1;46;16;30;1199.03;
2105121;11;9;1;47;16;31;1305.05;
2105228;12;9;2;01;17;01;1300.38;
2104096;13;9;2;02;17;02;1261.20;
2105133;1;10;2;03;17;03;1365.04;
2104109;2;10;2;04;17;04;1225.67;
2105081;3;10;2;05;17;05;1255.47;
2105072;4;10;2;06;17;06;1237.16;
2105083;5;10;2;07;17;07;1275.59;
2105070;6;10;2;08;17;08;1286.80;
2105091;7;10;2;09;17;09;1243.52;
2105078;8;10;2;10;17;10;1240.28;
2105071;9;10;2;11;17;11;1256.68;
2104093;10;10;2;12;17;12;1183.92;C;107
2105111;11;10;2;13;17;13;1219.21;
2105096;12;10;2;14;17;14;1291.33;
2104051;13;10;2;15;17;15;1232.62;
2105082;14;10;2;16;17;16;1286.41;
2105222;1;11;2;17;17;17;1184.77;
2105138;2;11;2;18;17;18;1177.07;
2105120;3;11;2;19;17;19;1269.55;
2105099;4;11;2;20;17;20;1169.42;
2105049;5;11;2;21;17;21;1312.48;
2105036;6;11;2;22;17;22;1203.66;
2105201;7;11;2;23;17;23;1331.78;
2104044;8;11;2;24;17;24;1355.19;
2105180;9;11;2;25;17;25;1317.59;
2104113;10;11;2;26;17;26;1186.47;
2105166;11;11;2;27;17;27;1188.28;
2105182;12;11;2;28;17;28;1202.38;
2105147;13;11;2;29;17;29;1243.34;
2105069;0;12;2;30;17;30;1271.12;
